title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
10支装鼻腔冲洗注射器套装,各种各样的,10,https://cf.shopee.com.br/file/br-11134207-81z1k-mg5kwtd8b0n9ad,http://shopee.com.br/product/416226916/23999036498,婴儿保健食品,鼻腔护理用品,IVCN202605261457,189613437915,https://detail.1688.com/offer/811929628895.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,5月26日,23999036498,10,高价品,,
四件套积木玩具：餐盘 + 儿童餐具（叉子、勺子、挖掘机、铲子） - 创意礼物,四件套积木玩具：餐盘 + 儿童餐具（叉子、勺子、挖掘机、铲子） - 创意礼物,35.8,https://cf.shopee.com.br/file/sg-11134201-8261n-mkc0wdguieir1c,http://shopee.com.br/product/1569158262/22194689506,哺育必备品,餐具,IVCN202605261459,189614072526,https://detail.1688.com/offer/778364628329.html?spm=a26352.b28411319/2508.0.0,1688三档价,5月26日,22194689506,35.8,高价品,,婴儿餐具
35盒橡皮泥 + 35块泡泡皂 + 35个切割模具派对礼品套装,35盒橡皮泥 + 35块泡泡皂 + 35个切割模具派对礼品套装,35.64,https://cf.shopee.com.br/file/br-11134207-820l5-mmix57jnq96v2f,http://shopee.com.br/product/1233355702/58250370206,玩具,益智类玩具,IVCN202605261461,189614156480,https://detail.1688.com/offer/607513564634.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982https://detail.1688.com/offer/684754270621.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i19&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982https://detail.1688.com/offer/520028047367.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,58250370206,35.64,高价品,,艺术品/美术品/diy品
婴儿奶瓶奶嘴 4 号 防胀气系列 6个月以上 SCY764/02,婴儿奶瓶奶嘴 4 号 防胀气系列 6个月以上 SCY764/02,4.36,https://cf.shopee.com.br/file/sg-11134201-820oh-mnft0nwo9sea09,http://shopee.com.br/product/1673555781/23094694847,哺育必备品,奶瓶,IVCN202605261463,189614732673,https://detail.1688.com/offer/991730997560.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017790958543717941e0f73&token=9Ped9WeuwlrmfyTwJb6FoCb90HpTKTsdxx75sDDsdAHYe3OGjUmLi3qmLYX5W58O,1688三档价,5月26日,23094694847,4.36,高价品,,奶瓶及奶瓶配件
葡萄牙语/英语双语互动有声书 - 触控发声，益智玩具，儿童礼物,黄色的,18,https://cf.shopee.com.br/file/br-11134207-81z1k-mhva4xcbiqyua5,http://shopee.com.br/product/1429968017/58201517597,玩具,益智类玩具,IVCN202605261465,189615411075,https://detail.1688.com/offer/1047069254153.html?fromkv=c,爆品竞价,5月26日,58201517597,18,高价品,,其他
婴儿及老人适用，带安全网的床护栏两件套,婴儿及老人适用，带安全网的床护栏两件套,50.3,https://cf.shopee.com.br/file/br-11134207-81ztc-mki7rv50e80255,http://shopee.com.br/product/1315857028/23194763696,婴幼儿居家防护用品,其他,IVCN202605261467,189616334859,https://detail.1688.com/offer/846742303673.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17790933510832556e0f69&token=zbPKBEUFyxEloAp4ZKN8Psiz%2BRDa5%2BmB8XgRNd6TyYY%2FL7nrFJjEW%2BrlalMfQiC0,1688三档价,5月26日,23194763696,50.3,高价品,,
儿童毛毛虫游戏、摇一摇、疯狂玩具、音乐蜈蚣,儿童毛毛虫游戏、摇一摇、疯狂玩具、音乐蜈蚣,24.2,https://cf.shopee.com.br/file/br-11134207-81ztc-mjt3h62y81l2cf,http://shopee.com.br/product/1533449969/58203893429,玩具,益智类玩具,IVCN202605261469,189617292797,https://detail.1688.com/offer/674125031606.html?fromk,1688三档价,5月26日,58203893429,24.2,高价品,,音乐玩具
甲壳虫汽车，带发光前大灯和尾灯，车门可打开 - 高级玩具,绿色的,10.57,https://cf.shopee.com.br/file/br-11134207-81ztc-mjzwt9plcm4j9b,http://shopee.com.br/product/780472892/58254150170,玩具,玩具车、交通工具玩具,IVCN202605261471,189617486633,https://detail.1688.com/offer/845879443489.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,58254150170,10.57,高价品,,
女孩专用可水洗化妆套装，玩具套装，带镜子和配件,紫色的,49.5,https://cf.shopee.com.br/file/sg-11134201-8261f-mk1756y2acjo00,http://shopee.com.br/product/1419619647/22499343553,玩具,娃娃与毛绒玩具,IVCN202605261473,189617549196,https://detail.1688.com/offer/837743956304.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=5cd9f3d6a2ae4274ba8f45a93d05d739&sessionid=b823abba79afcff6ab2a50804e489686,1688三档价,5月26日,22499343553,49.5,高价品,,其他
大型儿童厨房套装（女孩适用） - 烤箱、炉灶、水槽、水龙头,顶级豪华厨房,39.66,https://cf.shopee.com.br/file/br-11134207-81ztd-ml3tr2ssritcad,http://shopee.com.br/product/439970737/23394427743,玩具,过家家玩具,IVCN202605261475,189618649346,https://detail.1688.com/offer/1032237152366.html?spm=a26352.b28411319/2508.0.0,爆品竞价,5月26日,23394427743,39.66,高价品,,
Pop It Strategic 多色（蓝色或粉色）,蓝色的,6.06,https://cf.shopee.com.br/file/br-11134207-820l6-mlpdz88a0hs4f1,http://shopee.com.br/product/308187086/58204855994,玩具,史莱姆与按压玩具,IVCN202605261477,189619384248,https://detail.1688.com/offer/701946094201.html?fromk,爆品竞价,5月26日,58204855994,6.06,中价品,,
儿童厨房玩具套装 44-45 件套，含仿真食物和配件，益智玩具齐全,完整套装,9.78,https://cf.shopee.com.br/file/br-11134207-820ln-mnllj12i0uf439,http://shopee.com.br/product/1674573592/58207452943,玩具,过家家玩具,IVCN202605261479,189619802808,https://detail.1688.com/offer/981733061966.html?fromkv=cbuPcPl,爆品竞价,5月26日,58207452943,9.78,高价品,,
儿童益智玩具 电磁高速轨道火车轨道,80 件,69,https://cf.shopee.com.br/file/br-11134207-820mf-mma38q0w36kn98,http://shopee.com.br/product/1600164263/58207666063,玩具,玩具车、交通工具玩具,IVCN202605261481,189619926504,https://detail.1688.com/offer/985412122114.html?from,1688三档价,5月26日,58207666063,69,高价品,,
儿童益智玩具 电磁高速轨道火车轨道,120 件,95.8,https://cf.shopee.com.br/file/br-11134207-820l4-mma38q0w4l5344,http://shopee.com.br/product/1600164263/58207666063,玩具,玩具车、交通工具玩具,IVCN202605261483,189619926505,https://detail.1688.com/offer/1000316474924.html?spm=,1688三档价,5月26日,58207666063,95.8,高价品,,
黑色折叠床护栏和支撑杆，适用于卧床老人,黑色折叠床护栏和支撑杆，适用于卧床老人,188,https://cf.shopee.com.br/file/br-11134207-820m6-mmabmrr83if484,http://shopee.com.br/product/555496326/58207668753,婴幼儿居家防护用品,安全锁,IVCN202605261485,189619933460,https://detail.1688.com/offer/875598335138.html?fromkv=,1688三档价,5月26日,58207668753,188,高价品,,
豪华个性化哺乳枕,米白色和米色,46.9,https://cf.shopee.com.br/file/br-11134207-820m0-mmytwlxzvocg7c,http://shopee.com.br/product/414612332/22098227364,婴幼童家具,婴幼童床垫与寝具,IVCN202605261487,189620614889,https://detail.1688.com/offer/921240746196.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,22098227364,46.9,高价品,,枕头和抱枕
🐳婴儿成长餐椅座椅垫套装及五点式安全带（配件）可调节木质儿童高脚椅,灰色星形靠垫,36,https://cf.shopee.com.my/file/f60c0bb2b182e941395d1c800ca33f45,http://shopee.com.my/product/337966780/21629052409,哺育必备品,儿童用餐椅,IVCN202605261489,191503255159,https://detail.1688.com/offer/728996909087.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=d46e0a6a593420bb3ff87957f3f25899&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1C20EC36F910A2F78BF4BFBA9A0EE4DCC2DB6D7A1D6945A3129289274E12B1F67348394BC3CC3C62B9992F8828C4BE892626C7A3D6D7FE4B0911408266BC1877F362FB48D173359B328AB1D886D1D6EEE1A188262EC54C62E101E126EAE339A0AB34566DB31C9863BCD2C35293015206F93A3493C3943BFAC36E982C42276CB2B995C731F30B6FD1B%26cbu_cps_trace_flag%3Dwrite,1688三档价,5月26日,21629052409,36,高价品,,
教育玩具：字母数字联动时钟（中密度纤维板）,教育玩具：字母数字联动时钟（中密度纤维板）,1.53,https://cf.shopee.com.br/file/sg-11134201-22090-gpouqyjohzhvce,http://shopee.com.br/product/436723291/20639025990,玩具,积木玩具,IVCN202605261491,191987833491,https://detail.1688.com/offer/628983221313.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,爆品竞价,5月26日,20639025990,1.53,高价品,,
Wesser 宽口奶嘴，L 号,Wesser 宽口奶嘴，L 号,2.4,https://cf.shopee.vn/file/sg-11134201-7rdxs-mde9puzw1vxi08,http://shopee.vn/product/27495839/20552277485,哺育必备品,奶瓶,IVCN202605261493,192628470596,https://detail.1688.com/offer/592900597080.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,20552277485,2.4,中价品,,奶瓶及奶瓶配件
Infantino 306161 活动三角架，适合6个月及以上宝宝。,Infantino 306161 活动三角架，适合6个月及以上宝宝。,5.4,https://cf.shopee.com.my/file/my-11134207-7quky-ligwp0ykg01yb6,http://shopee.com.my/product/877077065/15193880967,玩具,婴儿与幼童玩具,IVCN202605261495,192723123976,https://detail.1688.com/offer/703551244918.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,15193880967,5.4,高价品,,其他
长耳朵的卡通睡兔玩偶，柔软的天鹅绒面料，尺寸为28厘米 x 40厘米。是送给孩子的玩具和生日礼物。,紫色，40厘米,18.9,https://cf.shopee.co.th/file/58235daa94194414cf0c99c4d6d737cf,http://shopee.co.th/product/377290512/15194558796,玩具,娃娃与毛绒玩具,IVCN202605261497,193024186584,https://detail.1688.com/offer/928512393596.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,15194558796,18.9,高价品,,毛绒玩具
5个/包 宽口径防胀气液体硅胶安抚奶嘴 不含双酚A 防胀气安抚奶嘴 新西兰,S-5件（0-3个月）,1.89,https://cf.shopee.ph/file/ph-11134207-81zte-mm8blopz1rewcb,http://shopee.ph/product/872268983/20360588515,哺育必备品,奶嘴,IVCN202605261499,193093524584,https://detail.1688.com/offer/811677808836.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,20360588515,1.89,低价品,,
【大包装】NARA 无毒橡皮泥，小熊造型，多种颜色，144 块（每块 75 克）*颜色可选*,纯色,51.27,https://cf.shopee.co.th/file/sg-11134201-22120-7almix7oeclve0,http://shopee.co.th/product/27498498/20723526584,玩具,益智类玩具,IVCN202605261501,193600963488,https://detail.1688.com/offer/575211924049.html?spm=a26352.13672862.offerlist.1.2cdd4dfcyLnjXm&cosite=-&tracelog=p4p&_p_isad=1&clickid=1af5a8558cf243948153cf39f33cdd90&sessionid=09a241fe6c256a3e79c4e92929504299,爆品竞价,5月26日,20723526584,51.27,高价品,,艺术品/美术品/diy品
HOO BOOSTER 可折叠高脚椅，韩式多功能折叠高脚椅，适合婴儿使用。,熊与桌子,28.65,https://cf.shopee.vn/file/vn-11134207-7qukw-li7lwiic6qrw80,http://shopee.vn/product/150223350/5187125641,哺育必备品,儿童用餐椅,IVCN202605261503,194158436225,https://detail.1688.com/offer/656346975081.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,5187125641,28.65,高价品,,
Mamimamihome 婴儿硅胶牙胶，不含 BPA，食品级，缓解宝宝出牙不适，适合新生儿（0-6-12 个月）,粉色兔子,5.56,https://cf.shopee.com.my/file/cn-11134207-7r98o-ll1rmmt49vvx4e,http://shopee.com.my/product/157913865/23449808052,玩具,婴儿与幼童玩具,IVCN202605261505,194544621073,https://detail.1688.com/offer/914576526799.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,23449808052,5.56,低价品,,牙胶
Mamimamihome 婴儿硅胶牙胶，不含 BPA，食品级，缓解宝宝出牙不适，适合新生儿（0-6-12 个月）,兔子 - 蓝色,5.58,https://cf.shopee.com.my/file/cn-11134207-7r98o-ll1rmmt45o6lc8,http://shopee.com.my/product/157913865/23449808052,玩具,婴儿与幼童玩具,IVCN202605261507,194544621074,https://detail.1688.com/offer/914576526799.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,23449808052,5.58,低价品,,牙胶
Mamimamihome 婴儿硅胶牙胶，不含 BPA，食品级，缓解宝宝出牙不适，适合新生儿（0-6-12 个月）,兔子 - 绿色,2.79,https://cf.shopee.com.my/file/cn-11134207-7r98o-ll1rmmt472r12e,http://shopee.com.my/product/157913865/23449808052,玩具,婴儿与幼童玩具,IVCN202605261509,194544621075,https://detail.1688.com/offer/914576526799.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,23449808052,2.79,低价品,,牙胶
[Malang Honey] Jammuk 婴儿辅食冷冻托盘 – 白金级硅胶，多种颜色可选，韩国制造，带密封盖（6/12 件装）,米色（12个隔层）,10.8,https://cf.shopee.vn/file/sg-11134207-7rblv-lnasg1zaeds2f5,http://shopee.vn/product/867105981/23459135130,哺育必备品,餐具,IVCN202605261511,194684846351,https://detail.1688.com/offer/927881921984.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf89a7417790884772065821e0f51&token=mQISb30WOOPAWZcjK7sm9KL5d2VA%2BbhNXG0zBI0cMhtOUsURBlhW%2FqfD8V5gWM8v,1688三档价,5月26日,23459135130,10.8,高价品,,婴儿食品容器
新生儿磨牙玩具早教婴儿摇铃不含双酚A儿童配件玩具安抚奶嘴,🔥3件套#A,1.39,https://cf.shopee.com.my/file/my-11134207-820lg-mj9r93toqkuc69,http://shopee.com.my/product/851145945/19242398268,玩具,婴儿与幼童玩具,IVCN202605261513,194800384254,https://detail.1688.com/offer/722961236144.html?https://detail.1688.com/offer/754374638656.html?,爆品竞价,5月26日,19242398268,1.39,低价品,,牙胶
新生儿磨牙玩具早教婴儿摇铃不含双酚A儿童配件玩具安抚奶嘴,🔥3件套#D,1.67,https://cf.shopee.com.my/file/my-11134207-820ld-mlvvl0odsdfs66,http://shopee.com.my/product/851145945/19242398268,玩具,婴儿与幼童玩具,IVCN202605261515,194800384260,https://detail.1688.com/offer/734368976540.html?spm=a26352.b28411319.offerlist.6.48d91e621cv6Bm,爆品竞价,5月26日,19242398268,1.67,低价品,,牙胶
WMPH 1套娃娃屋家具模型仿真鱼篮椅子桌子场景道具 WMM,B,1.66,https://cf.shopee.ph/file/sg-11134201-7rbk8-lpj8uiln69fb5e,http://shopee.ph/product/45087038/25104322348,玩具,娃娃与毛绒玩具,IVCN202605261517,194831704820,https://detail.1688.com/offer/966284770910.html?spm=a26352.b28411319/2508.0.0,爆品竞价,5月26日,25104322348,1.66,低价品,,娃娃屋及配件
🎁精美礼品🎁 男女宝宝牙齿护理吸管杯婴儿水瓶喂水瓶婴儿学习训练杯,X Flow 2件装,9.98,https://cf.shopee.com.my/file/my-11134207-7r98v-lqc43yeu8ul1f4,http://shopee.com.my/product/1070849013/22462877260,哺育必备品,餐具,IVCN202605261519,194863549593,https://detail.1688.com/offer/988083217398.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=a9f9a611ac4e49dca6d344d84f35a29d&sessionid=5016bdd06e10377eb1602412dec8a51f,1688三档价,5月26日,22462877260,9.98,高价品,,婴儿杯
Raoyi R7775 软毛牙刷 8 支装，适合 3-12 岁儿童使用。,Raoyi R7775 软毛牙刷 8 支装，适合 3-12 岁儿童使用。,0.64,https://cf.shopee.vn/file/vn-11134207-7ras8-m3wxh7wv630cbb,http://shopee.vn/product/911832279/24373892970,婴儿保健食品,婴幼儿口腔护理用品,IVCN202605261521,195025807862,https://detail.1688.com/offer/773949586346.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,爆品竞价,5月26日,24373892970,0.64,低价品,,
儿童玩具电动动物仿真纤维绳纽玛大象行走尖叫发光婴儿男孩女孩礼物 5.21,兔白,5.9,https://cf.shopee.ph/file/sg-11134201-7rdvr-lxf7gmq7vpmy3f,http://shopee.ph/product/1142230094/27654719745,玩具,玩具机器人,IVCN202605261523,195225285760,https://detail.1688.com/offer/992181963397.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,27654719745,5.9,高价品,,
[12 件装] 乳胶安抚奶嘴套装,12件,7.8,https://cf.shopee.com.br/file/cn-11134207-7ras8-m19arv8m7j47e8,http://shopee.com.br/product/902148364/29263825048,哺育必备品,奶嘴,IVCN202605261525,195454409712,https://detail.1688.com/offer/707973581039.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,29263825048,7.8,高价品,,
4件套小猪佩奇乔治粉色毛绒动物玩具卡通家庭朋友派对玩偶生日礼物,4 件，2*30 2*20,31.2,https://cf.shopee.com.br/file/sg-11134201-7repu-m2lvbm6jl79739,http://shopee.com.br/product/1120447585/27817672363,玩具,娃娃与毛绒玩具,IVCN202605261527,195557307405,https://detail.1688.com/offer/772208494043.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,27817672363,31.2,高价品,,毛绒玩具
